# Drain inventory, 2026-09-26T02:11Z container clock. Git checkouts under /agent-home/t/b5 (maxdepth 4).
# columns: path | branch-or-HEAD | head | dirty-path-count | imported | remotes | local branches NOT contained in any remote-tracking ref (branch:head:count)
/agent-home/t/b5/gsq3 | HEAD | 9cbdb225823ee111342ce32fe451e066eb92cc6e | 3 | - | origin=/agent-home/t/b5/gsq  |
/agent-home/t/b5/hm913-fresh/src | HEAD | 913ed73ebb9cb275ba6195d486c4974b1af7eb14 | 7 | imported | origin=/agent-home/t/b5/docket-main  |
/agent-home/t/b5/integration-docket |  |  | 0 | - |  |
/agent-home/t/b5/integration-minerva |  |  | 0 | - |  |
/agent-home/t/b5/minerva-b5-adapter | b5-trusted-panel-adapter | d58d28b69c8184ce2aa9b04a279f8c0f2be0f261 | 0 | - | origin=/agent-home/t/b5/minerva-p1-clone  | b5-trusted-panel-adapter:d58d28b69c81:5
/agent-home/t/b5/minerva-p1-clone | b5-p1-packaged-test | b71c2facbfa4117a430d0f9366bd85226c40ba67 | 0 | - | origin=/home/imran/github/Minerva  | b5-p1-packaged-test:b71c2facbfa4:1
/agent-home/t/b5/minerva-p1-test |  |  | 0 | - |  |
/agent-home/t/b5/review-l1a5/gsq | HEAD | 9cbdb225823ee111342ce32fe451e066eb92cc6e | 0 | - | origin=/agent-home/t/b5/gsq  |
/agent-home/t/b5/review-l1a5/gsq2 | HEAD | 9cbdb225823ee111342ce32fe451e066eb92cc6e | 3 | - | origin=/agent-home/t/b5/gsq  |
/agent-home/t/b5/review/b10b-11bc4ce1 |  |  | 0 | - |  |
/agent-home/t/b5/review/b10b-373578f9 |  |  | 0 | - |  |
/agent-home/t/b5/review/b10b-5006cded |  |  | 0 | - |  |
/agent-home/t/b5/review/b10b-69d90543 |  |  | 0 | - |  |
/agent-home/t/b5/review/b10b-a3562732 |  |  | 0 | - |  |
/agent-home/t/b5/review/b10b-aaddbff8 |  |  | 0 | - |  |
/agent-home/t/b5/review/b10b-e5c96917 |  |  | 0 | - |  |
/agent-home/t/b5/review/b10b-f0337b0b |  |  | 0 | - |  |
/agent-home/t/b5/review/b10c-de7b941 |  |  | 0 | - |  |
/agent-home/t/b5/review/d7-2370f4e |  |  | 0 | - |  |
/agent-home/t/b5/review/d7-a1e2a2d0 |  |  | 0 | - |  |
/agent-home/t/b5/review/d7-b22f70c |  |  | 0 | - |  |
/agent-home/t/b5/review/d7-fa0a532 |  |  | 0 | - |  |
/agent-home/t/b5/scratch-b6check/src | HEAD | 3e7b3ec78c0f659685f51fdb0e2c6f356990b18b | 14 | imported | origin=/agent-home/t/b5/b6/docket  |
/agent-home/t/b5/scratch-b7m/src | HEAD | 11b7ca33b32a7cc3b440ffe32ebc1d2bb3abef2e | 8 | - | origin=/agent-home/t/b5/b6/minerva  |
/agent-home/t/b5/scratch-b8/src | HEAD | f5201ef37c9f03f113258fddae6f9f78adf9bcff | 48 | imported | origin=/agent-home/t/b5/b8/docket  |
/agent-home/t/b5/scratch-tags | HEAD | a68581d9ad4e286f31759d2e9355537a9113e655 | 31 | imported | origin=/agent-home/t/b5/b10g/docket  |
/agent-home/t/b5/scratch-v1s1 | HEAD | a68581d9ad4e286f31759d2e9355537a9113e655 | 38 | imported | origin=/agent-home/t/b5/b10g/docket  |
/agent-home/t/b5/tags/docket | p1-legacy-comma-tags | e4a8f980388be7693deb2dbf052412e90a8b9a3d | 0 | - | origin=/agent-home/t/b5/d7b/docket  | p1-legacy-comma-tags:e4a8f980388b:2 p1-v1-s1:ec0a8e1088f7:4
/agent-home/t/b5/tagsval-docket/src | HEAD | e4a8f980388be7693deb2dbf052412e90a8b9a3d | 13 | imported | origin=/agent-home/t/b5/tags/docket  |
/agent-home/t/b5/v1/docket | p1-v1-credential-lifecycle | 92f8708e529cc3bec579169165ae04d474b2400c | 0 | - | origin=/agent-home/t/b5/d7b/docket  |
/agent-home/t/b5/v1s1/docket | p1-v1-s1 | 6208caa50eaa274bd9416cb6a5ade6baf9f94d3e (was ec0a8e1; same tree, DRAFT message) | 0 | - | origin=/agent-home/t/b5/d7b/docket  | p1-legacy-comma-tags:e4a8f980388b:2 p1-v1-s1:ec0a8e1088f7:4
/agent-home/t/b5/val-e67aeb6 | HEAD | e67aeb63e1230932ce41f8c3b05396a5eed98a9c | 4 | imported | origin=https://github.com/imrans-lab/docket.git  | b5-diag-classfree:3d1ca3796c4c:1 b5-diag-noapi:c9dc26574ae2:1 b5-diag-tool:d75505c7e902:1 p1-3-package:913ed73ebb9c:30 p1-5-trusted-panel:c64577a7b4a4:31 p1-plugin-panel:15c6f01d1e3b:28 u1-tests:f56ad7a52644:1 u1-tests-final-review:49184e1abe52:1 u1-tests-review:4c015c0be41e:1 u1-tests-validated:f56ad7a52644:1 u2-ui-seam:a6c0520ec5a2:24
/agent-home/t/b5/val-e67aeb6/third_party/godot-sqlite | HEAD | 9cbdb225823ee111342ce32fe451e066eb92cc6e | 23 | - | origin=/agent-home/t/b5/docket-u1tests/third_party/godot-sqlite  |
/agent-home/t/b5/val-l2-a6c | HEAD | a6c0520ec5a2665b4672ac783c10dcf01b770f09 | 4 | imported |  |

# NOTES (Opus)
# - "not contained in any remote-tracking ref" is per clone and against that clone's own, possibly stale, remotes (most origins are sibling clones), so it overstates what is unpushed; Codex's scan against GitHub is authoritative.
# - Opus-owned work NOT integrated: Docket p1-v1-s1 6208caa5 (DRAFT, on e4a8f980: 6fe74a08 code + 6208caa5 tests; tree 71457bba), worktree /agent-home/t/b5/v1s1/docket of the repo at /agent-home/t/b5/tags/docket. Optional B8b: Docket p1-8b-save-as-internal 91e968cd (/agent-home/t/b5/b8b/docket, clean; deferred per scope, T3 Save As).
# - Dirty paths outside validation clones: d7b/docket ?? .dependency-cache/ (not mine to touch); gsq2, gsq3, review-l1a5/gsq2: staged godot-sqlite patch edits (doc_classes/SQLite.xml, src/gdsqlite.cpp, src/gdsqlite.hpp); docket-u1tests/third_party/godot-sqlite: untracked icon .import files; val-e67aeb6: untracked .uid files from import.
# - */src under *val* directories are detached validation clones; their dirt is import/run output (evidence), not work.
# - Scratch copies (not git): scratch-v1s1, scratch-tags, scratch-b10b and others; cargo copy v1s1-check.
